,index,Ticker,Date,Price,Flow,Return,adj_flow,MA_price_long,MA_price_short,MA_flow,_2xMA_price,Var_price,MA_var_price,Var_var_price,Var_flow,High_flow,Low_flow,High_price,Low_price,EWMA_price,EWMA_flow,corr_p_f,RSI,DD,Moving_range,mr_state,my_sig,my_stra
0,121,USD/JPY_B,2016-01-10 18:00:00,116.814,2.460513,-0.003312959063126121,2.460513,118.64098333333331,117.96441666666665,2.446929500000001,2.446929500000001,0.2309205491070151,0.2269798829389484,0.06581225282902657,0.06935600699794722,2.5691990000000002,2.389798,117.8,116.814,117.36182021561439,2.4488417485518594,-0.5859326869102791,9.924812030075683,-0.9860000000000042,"(118.259, 118.463)",True,0,0
1,122,USD/JPY_B,2016-01-10 19:00:00,117.064,2.416254,0.002135583954076403,2.416254,118.61205833333332,117.92972916666666,2.4572058333333344,2.4572058333333344,0.3834200916313062,0.24421954116291333,0.09114529896570575,0.06525490678076194,2.5691990000000002,2.389798,117.775,116.814,117.27672872543886,2.439530963251328,-0.27621953130797156,4.457364341085854,-0.7110000000000127,"(118.259, 118.463)",False,0,0
2,123,USD/JPY_B,2016-01-10 20:00:00,117.06,2.2636950000000002,-3.4170510849057554e-05,2.2636950000000002,118.58494999999999,117.89735416666666,2.461615166666668,2.461615166666668,0.36834300138126613,0.25726880640686,0.10375169155178113,0.060510491042181376,2.5691990000000002,2.4153700000000002,117.647,116.814,117.21480623245633,2.3892921166080914,0.16361959721874053,20.22653721682841,-0.5870000000000033,"(118.259, 118.463)",False,0,0
3,124,USD/JPY_B,2016-01-10 21:00:00,117.211,2.209429,0.001288274991255055,2.209429,118.55735833333333,117.86464583333333,2.436336000000001,2.436336000000001,0.30696970534548157,0.2656970451293452,0.10570267854368409,0.10149596736816348,2.5691990000000002,2.2636950000000002,117.492,116.814,117.2137187374688,2.3379026547200654,0.11669188205994796,20.57613168724274,-0.2810000000000059,"(118.259, 118.463)",False,0,0
4,125,USD/JPY_B,2016-01-10 22:00:00,117.257,2.122929,0.00039230067288099197,2.122929,118.53388333333332,117.850375,2.4013483333333348,2.4013483333333348,0.22410592733473325,0.27140826373996396,0.10163158259907114,0.13810196836781907,2.5691990000000002,2.209429,117.257,116.814,117.22608481247771,2.2764816105143324,-0.4341533938458771,32.390953150242034,0.0,"(118.259, 118.463)",False,0,0
5,126,USD/JPY_B,2016-01-10 23:00:00,117.36,2.088813,0.0008776414451260602,2.088813,118.51254166666666,117.83514583333333,2.340336500000001,2.340336500000001,0.16239139960773308,0.27935844573458923,0.08785194300246565,0.16903290567194207,2.5691990000000002,2.122929,117.36,116.814,117.26434629462693,2.2228620075102374,-0.923908334693809,39.592559787422566,0.0,"(118.259, 118.463)",False,0,0
6,127,USD/JPY_B,2016-01-11 00:00:00,117.38600000000001,2.0764009999999997,0.0002214914896155458,2.0764009999999997,118.49319999999999,117.81743749999998,2.260272166666667,2.260272166666667,0.19218185831799414,0.2729019972697524,0.09337369292232957,0.1518452227189472,2.460513,2.088813,117.38600000000001,117.06,117.2991044961621,2.181016005364455,-0.9090062209033278,58.44845908607819,0.0,"(118.259, 118.463)",False,0,0
7,128,USD/JPY_B,2016-01-11 01:00:00,117.315,2.0372209999999997,-0.0006052082001450127,2.0372209999999997,118.47511666666666,117.80520833333333,2.1962535000000005,2.1962535000000005,0.14034813856938205,0.23239000509276506,0.0884332288949422,0.12992823774645823,2.416254,2.0764009999999997,117.38600000000001,117.06,117.30364606868721,2.139931718117468,-0.9052321837294439,99.31034482758781,-0.07100000000001216,"(118.259, 118.463)",False,0,0
8,129,USD/JPY_B,2016-01-11 02:00:00,117.133,1.983105,-0.0015537892822688924,1.983105,118.45786666666666,117.79189583333333,2.133081333333334,2.133081333333334,0.11930702689513666,0.1908840093450768,0.06792677899636877,0.0864332285956454,2.2636950000000002,2.0372209999999997,117.38600000000001,117.133,117.2548900490623,2.09512408436962,0.08868552008664768,81.29675810473793,-0.2530000000000143,"(118.259, 118.463)",False,0,0
9,130,USD/JPY_B,2016-01-11 03:00:00,117.316,1.8841700000000001,0.0015598895291350449,1.8841700000000001,118.43875833333333,117.77337499999999,2.086316333333334,2.086316333333334,0.09560962294607422,0.15565732894517556,0.04738363080207124,0.0770255727889594,2.209429,1.983105,117.38600000000001,117.133,117.2723500350445,2.0348514888354425,0.23377207893932947,56.30397236614771,-0.07000000000000739,"(118.259, 118.463)",False,0,0
10,131,USD/JPY_B,2016-01-11 04:00:00,117.863,2.10101,0.0046409814784961955,2.10101,118.42506666666667,117.75893749999999,2.0321065000000007,2.0321065000000007,0.09059083838827336,0.13340481412076557,0.0395055272481407,0.08687792530154481,2.122929,1.8841700000000001,117.863,117.133,117.44110716788893,2.053753920596745,0.5319224911688414,58.592471358428675,0.0,"(118.259, 118.463)",True,0,0
11,132,USD/JPY_B,2016-01-11 05:00:00,117.845,2.061977,-0.00015274300988587283,2.061977,118.41551666666666,117.76579166666666,2.0284533333333337,2.0284533333333337,0.24560679957991458,0.1472740474494625,0.06066030501043449,0.08265320510341677,2.10101,1.8841700000000001,117.863,117.133,117.55650511992067,2.056103371854818,0.6072428246626782,77.24820143884811,-0.018000000000000682,"(118.259, 118.463)",False,0,0
