,Ticker,Date,Price,Flow,Return,adj_flow,MA_price,MA_flow,Var_price,Var_flow,High_flow,Low_flow,High_price,Low_price,EWMA_price,EWMA_flow,corr_p_f,RSI,DD,Moving_range
1,XAU/USD_B,2014-01-02 02:00:00,1222.39,1.989209,-0.00046629962614217743,1.989209,,,,,,,,,1222.39,1.989209,,,,"(nan, nan)"
2,XAU/USD_B,2014-01-02 03:00:00,1221.76,1.910035,-0.0005156495547407912,1.910035,,,,,,,,,1222.0225,1.9430241666666666,,,,"(nan, nan)"
3,XAU/USD_B,2014-01-02 04:00:00,1221.68,1.910035,-6.548359635905248e-05,1.910035,,,,,,,,,1221.8685321100918,1.9281941743119266,,,,"(nan, nan)"
4,XAU/USD_B,2014-01-02 05:00:00,1217.61,1.846154,-0.003342613809019443,1.846154,,,,,,,,,1220.223626126126,1.896505233108108,,,,"(nan, nan)"
5,XAU/USD_B,2014-01-02 06:00:00,1217.1,1.8716220000000001,-0.0004190288390436209,1.8716220000000001,,,,,,,,,1219.1273205671685,1.8877719130244117,,,,"(nan, nan)"
6,XAU/USD_B,2014-01-02 07:00:00,1222.69,1.842809,0.004571886577955283,1.842809,1220.5383333333332,1.8949773333333333,2.500059332629335,0.05474266732510092,1.989209,1.842809,1222.69,1217.1,1220.301121892888,1.8729579147651536,-0.9391499918175784,,0.0,"(nan, nan)"
7,XAU/USD_B,2014-01-02 08:00:00,1226.32,1.812298,0.002960075673559823,1.812298,1221.1933333333332,1.8654921666666666,3.4256775485539954,0.03930346795597939,1.910035,1.812298,1226.32,1217.1,1222.2010357410204,1.8538100586301918,-0.7520357691743769,234.60559796438702,0.0,"(nan, nan)"
8,XAU/USD_B,2014-01-02 09:00:00,1224.18,1.9527029999999999,-0.0017481089382279343,1.9527029999999999,1221.5966666666664,1.8726034999999996,3.641409983326112,0.05107259939634976,1.9527029999999999,1.812298,1226.32,1217.1,1222.8075518516698,1.8841189244412542,-0.4095743010069261,380.9917355371797,-2.1399999999998727,"(nan, nan)"
9,XAU/USD_B,2014-01-02 10:00:00,1226.53,1.882736,0.0019159743340969313,1.882736,1222.4049999999997,1.8680536666666663,4.164366698550937,0.048206631305938566,1.9527029999999999,1.812298,1226.53,1217.1,1223.9252030732323,1.8837037065175906,0.22461643686916116,238.55670103093098,0.0,"(nan, nan)"
10,XAU/USD_B,2014-01-02 11:00:00,1224.28,1.796238,-0.00183781487894926,1.796238,1223.5166666666667,1.859734333333333,3.4588591568125064,0.05635960121458186,1.9527029999999999,1.796238,1226.53,1217.1,1224.0302036635128,1.8578186152984542,0.6267109451323298,173.46326836581423,-2.25,"(nan, nan)"
11,XAU/USD_B,2014-01-02 12:00:00,1229.48,1.742331,0.004229430328268898,1.742331,1225.58,1.838185833333333,2.394251448782552,0.07312759012962677,1.9527029999999999,1.742331,1229.48,1222.69,1225.6267125360419,1.8239867083596988,-0.31881339308536033,135.46042003230883,0.0,"(nan, nan)"
12,XAU/USD_B,2014-01-02 13:00:00,1226.61,1.768025,-0.0023397820007990465,1.768025,1226.2333333333333,1.8257218333333327,1.93958414786872,0.07836744640325273,1.9527029999999999,1.742331,1229.48,1224.18,1225.912696155866,1.807710560727531,-0.7060545417101417,285.20408163266006,-2.8700000000001182,"(nan, nan)"
13,XAU/USD_B,2014-01-02 14:00:00,1222.85,1.908784,-0.0030747843153289376,1.908784,1225.655,1.8418028333333327,2.3766594202782483,0.08470515467530114,1.9527029999999999,1.742331,1229.48,1222.85,1225.02647462008,1.836957163727191,-0.6988638137194247,-217.57925072045816,-6.630000000000109,"(nan, nan)"
14,XAU/USD_B,2014-01-02 15:00:00,1225.11,1.883721,0.0018447323097517702,1.883721,1225.8100000000002,1.8303058333333329,2.2899694321098085,0.07005714213245287,1.908784,1.742331,1229.48,1222.85,1225.0505557268336,1.8504395918773884,-0.7063673908366821,1054.8387096775987,-4.370000000000118,"(nan, nan)"
